Row,Column,Well,Set,Plate,Wavelength,A562,Input,RandN,Fraction
F,9,F9,1,1A,562,0.87,Un,P6,C
G,9,G9,1,1A,562,1.268,Un,P7,C
H,9,H9,1,1A,562,0.781,Un,P8,C
A,10,A10,1,1A,562,1.87,Un,P9,C
B,10,B10,1,1A,562,1.141,Un,P10,C
C,10,C10,1,1A,562,0.675,Un,P11,C
D,10,D10,1,1A,562,1.246,Un,P12,C
E,10,E10,1,1A,562,1.637,Un,P13,C
F,10,F10,1,1A,562,1.286,Un,P14,C
G,10,G10,1,1A,562,1.344,Un,P15,C
H,10,H10,1,1A,562,1.65,Un,P16,C
A,11,A11,1,1A,562,1.119,Un,P17,C
B,11,B11,1,1A,562,1.271,Un,P18,C
C,11,C11,1,1A,562,0.58,Un,P19,C
D,11,D11,1,1A,562,1.111,Un,P20,C
E,11,E11,1,1A,562,1.05,Un,P21,C
F,11,F11,1,1A,562,1.484,Un,P22,C
G,11,G11,1,1A,562,1.778,Un,P23,C
H,11,H11,1,1A,562,1.777,Un,P24,C
A,12,A12,1,1A,562,1.75,Un,P25,C
B,12,B12,1,1A,562,0.587,Un,P26,C
C,12,C12,1,1A,562,0.888,Un,P27,C
A,1,A1,1,1B,562,2.389,Standard,Std_A,C
B,1,B1,1,1B,562,1.81,Standard,Std_B,C
C,1,C1,1,1B,562,1.241,Standard,Std_C,C
D,1,D1,1,1B,562,1.055,Standard,Std_D,C
E,1,E1,1,1B,562,0.646,Standard,Std_E,C
F,1,F1,1,1B,562,0.458,Standard,Std_F,C
G,1,G1,1,1B,562,0.27,Standard,Std_G,C
H,1,H1,1,1B,562,0.227,Standard,Std_H,C
A,2,A2,1,1B,562,0.093,Standard,Std_I,C
B,2,B2,1,1B,562,0.906,Un,P1,C
C,2,C2,1,1B,562,0.631,Un,P2,C
D,2,D2,1,1B,562,0.959,Un,P3,C
E,2,E2,1,1B,562,1.363,Un,P4,C
F,2,F2,1,1B,562,0.668,Un,P5,C
G,2,G2,1,1B,562,0.939,Un,P6,C
H,2,H2,1,1B,562,1.31,Un,P7,C
A,3,A3,1,1B,562,0.759,Un,P8,C
B,3,B3,1,1B,562,1.584,Un,P9,C
C,3,C3,1,1B,562,1.273,Un,P10,C
D,3,D3,1,1B,562,0.727,Un,P11,C
E,3,E3,1,1B,562,1.055,Un,P12,C
F,3,F3,1,1B,562,1.592,Un,P13,C
G,3,G3,1,1B,562,1.303,Un,P14,C
H,3,H3,1,1B,562,1.355,Un,P15,C
A,4,A4,1,1B,562,1.479,Un,P16,C
B,4,B4,1,1B,562,1.119,Un,P17,C
C,4,C4,1,1B,562,1.183,Un,P18,C
D,4,D4,1,1B,562,0.615,Un,P19,C
E,4,E4,1,1B,562,1.059,Un,P20,C
F,4,F4,1,1B,562,0.982,Un,P21,C
G,4,G4,1,1B,562,1.335,Un,P22,C
H,4,H4,1,1B,562,1.679,Un,P23,C
A,5,A5,1,1B,562,1.511,Un,P24,C
B,5,B5,1,1B,562,1.462,Un,P25,C
C,5,C5,1,1B,562,0.588,Un,P26,C
D,5,D5,1,1B,562,0.78,Un,P27,C
E,5,E5,1,1B,562,0.448,Un,P28,C
F,5,F5,1,1B,562,0.513,Un,P29,C
G,5,G5,1,1B,562,0.875,Un,P30,C
H,5,H5,1,1B,562,1.041,Un,P31,C
A,6,A6,1,1B,562,1.213,Un,P32,C
B,6,B6,1,1B,562,0.996,Un,P33,C
C,6,C6,1,1B,562,1.437,Un,P34,C
D,6,D6,1,1B,562,1.283,Un,P35,C
E,6,E6,1,1B,562,0.961,Un,P36,C
F,6,F6,1,1B,562,1.241,Un,P37,C
G,6,G6,1,1B,562,1.506,Un,P38,C
H,6,H6,1,1B,562,1.535,Un,P39,C
A,7,A7,1,1B,562,1.59,Un,P40,C
B,7,B7,1,1B,562,1.286,Un,P41,C
C,7,C7,1,1B,562,1.281,Un,P42,C
D,7,D7,1,1B,562,1.489,Un,P43,C
E,7,E7,1,1B,562,0.77,Un,P44,C
F,7,F7,1,1B,562,1.015,Un,P45,C
G,7,G7,1,1B,562,0.627,Un,P46,C
H,7,H7,1,1B,562,0.839,Un,P47,C
A,8,A8,1,1B,562,1.199,Un,P48,C
B,8,B8,1,1B,562,0.783,Un,P49,C
C,8,C8,1,1B,562,0.508,Un,P50,C
D,8,D8,1,1B,562,1.064,Un,P51,C
E,8,E8,1,1B,562,1.11,Un,P52,C
F,8,F8,1,1B,562,1.25,Un,P53,C
G,8,G8,1,1B,562,1.325,Un,P54,C
A,9,A9,1,1B,562,0.472,Un,P28,C
B,9,B9,1,1B,562,0.566,Un,P29,C
C,9,C9,1,1B,562,0.905,Un,P30,C
D,9,D9,1,1B,562,0.993,Un,P31,C
E,9,E9,1,1B,562,1.152,Un,P32,C
F,9,F9,1,1B,562,1.004,Un,P33,C
G,9,G9,1,1B,562,1.486,Un,P34,C
H,9,H9,1,1B,562,1.419,Un,P35,C
A,10,A10,1,1B,562,0.89,Un,P36,C
B,10,B10,1,1B,562,1.326,Un,P37,C
C,10,C10,1,1B,562,1.495,Un,P38,C
D,10,D10,1,1B,562,1.506,Un,P39,C
E,10,E10,1,1B,562,1.565,Un,P40,C
F,10,F10,1,1B,562,1.358,Un,P41,C
G,10,G10,1,1B,562,1.299,Un,P42,C
H,10,H10,1,1B,562,1.645,Un,P43,C
A,11,A11,1,1B,562,0.859,Un,P44,C
B,11,B11,1,1B,562,1.085,Un,P45,C
C,11,C11,1,1B,562,0.682,Un,P46,C
D,11,D11,1,1B,562,1.412,Un,P54,C
E,11,E11,1,1B,562,1.008,Un,P47,C
F,11,F11,1,1B,562,1.301,Un,P48,C
G,11,G11,1,1B,562,0.76,Un,P49,C
H,11,H11,1,1B,562,0.511,Un,P50,C
A,12,A12,1,1B,562,1.21,Un,P51,C
B,12,B12,1,1B,562,1.251,Un,P52,C
C,12,C12,1,1B,562,1.343,Un,P53,C
A,1,A1,2,2A,562,2.101,Standard,Std_A,C
B,1,B1,2,2A,562,1.635,Standard,Std_B,C
C,1,C1,2,2A,562,1.178,Standard,Std_C,C
D,1,D1,2,2A,562,0.897,Standard,Std_D,C
E,1,E1,2,2A,562,0.687,Standard,Std_E,C
F,1,F1,2,2A,562,0.369,Standard,Std_F,C
G,1,G1,2,2A,562,0.209,Standard,Std_G,C
H,1,H1,2,2A,562,0.089,Standard,Std_H,C
A,2,A2,2,2A,562,0.019,Standard,Std_I,C
B,2,B2,2,2A,562,0.768,Un,P55,C
C,2,C2,2,2A,562,1.392,Un,P56,C
D,2,D2,2,2A,562,0.728,Un,P57,C
E,2,E2,2,2A,562,0.957,Un,P58,C
F,2,F2,2,2A,562,1.165,Un,P59,C
G,2,G2,2,2A,562,1.141,Un,P60,C
H,2,H2,2,2A,562,1.109,Un,P61,C
A,3,A3,2,2A,562,1.896,Un,P62,C
B,3,B3,2,2A,562,1.281,Un,P63,C
C,3,C3,2,2A,562,0.959,Un,P64,C
D,3,D3,2,2A,562,0.984,Un,P65,C
E,3,E3,2,2A,562,1.073,Un,P66,C
F,3,F3,2,2A,562,1.057,Un,P67,C
G,3,G3,2,2A,562,0.792,Un,P68,C
H,3,H3,2,2A,562,1.365,Un,P69,C
A,4,A4,2,2A,562,1.496,Un,P70,C
B,4,B4,2,2A,562,1.361,Un,P71,C
C,4,C4,2,2A,562,0.994,Un,P72,C
D,4,D4,2,2A,562,1.288,Un,P73,C
E,4,E4,2,2A,562,1.178,Un,P74,C
F,4,F4,2,2A,562,1.057,Un,P75,C
G,4,G4,2,2A,562,1.154,Un,P76,C
H,4,H4,2,2A,562,1.098,Un,P77,C
A,5,A5,2,2A,562,0.928,Un,P78,C
B,5,B5,2,2A,562,0.783,Un,P79,C
C,5,C5,2,2A,562,0.866,Un,P80,C
D,5,D5,2,2A,562,0.861,Un,P81,C
E,5,E5,2,2A,562,0.904,Un,P82,C
F,5,F5,2,2A,562,1.132,Un,P83,C
G,5,G5,2,2A,562,0.648,Un,P84,C
H,5,H5,2,2A,562,0.748,Un,P85,C
A,6,A6,2,2A,562,1.69,Un,P87,C
B,6,B6,2,2A,562,1.038,Un,P88,C
C,6,C6,2,2A,562,0.759,Un,P89,C
D,6,D6,2,2A,562,0.784,Un,P90,C
E,6,E6,2,2A,562,0.804,Un,P91,C
F,6,F6,2,2A,562,1.275,Un,P92,C
G,6,G6,2,2A,562,0.821,Un,P93,C
H,6,H6,2,2A,562,0.815,Un,P94,C
A,7,A7,2,2A,562,0.412,Un,P95,C
B,7,B7,2,2A,562,0.727,Un,P96,C
C,7,C7,2,2A,562,0.81,Un,P97,C
D,7,D7,2,2A,562,0.635,Un,P98,C
E,7,E7,2,2A,562,0.789,Un,P99,C
F,7,F7,2,2A,562,0.539,Un,P100,C
G,7,G7,2,2A,562,0.532,Un,P101,C
H,7,H7,2,2A,562,0.962,Un,P102,C
A,8,A8,2,2A,562,1.178,Un,P103,C
B,8,B8,2,2A,562,1.129,Un,P104,C
C,8,C8,2,2A,562,1.126,Un,P105,C
D,8,D8,2,2A,562,0.586,Un,P106,C
E,8,E8,2,2A,562,0.755,Un,P107,C
F,8,F8,2,2A,562,0.726,Un,P108,C
A,9,A9,2,2A,562,0.773,Un,P55,C
B,9,B9,2,2A,562,1.382,Un,P56,C
C,9,C9,2,2A,562,0.774,Un,P57,C
D,9,D9,2,2A,562,0.992,Un,P58,C
E,9,E9,2,2A,562,1.274,Un,P59,C
F,9,F9,2,2A,562,1.281,Un,P60,C
G,9,G9,2,2A,562,1.088,Un,P61,C
H,9,H9,2,2A,562,1.904,Un,P62,C
A,10,A10,2,2A,562,1.248,Un,P63,C
B,10,B10,2,2A,562,0.932,Un,P64,C
C,10,C10,2,2A,562,1.017,Un,P65,C
D,10,D10,2,2A,562,1.302,Un,P66,C
E,10,E10,2,2A,562,1.136,Un,P67,C
F,10,F10,2,2A,562,0.803,Un,P68,C
G,10,G10,2,2A,562,1.3,Un,P69,C
H,10,H10,2,2A,562,1.616,Un,P70,C
A,11,A11,2,2A,562,1.441,Un,P71,C
B,11,B11,2,2A,562,1.055,Un,P72,C
C,11,C11,2,2A,562,1.351,Un,P73,C
D,11,D11,2,2A,562,1.296,Un,P74,C
E,11,E11,2,2A,562,1.061,Un,P75,C
F,11,F11,2,2A,562,1.161,Un,P76,C
G,11,G11,2,2A,562,1.169,Un,P77,C
H,11,H11,2,2A,562,0.984,Un,P78,C
A,12,A12,2,2A,562,0.876,Un,P79,C
B,12,B12,2,2A,562,0.991,Un,P80,C
C,12,C12,2,2A,562,0.971,Un,P81,C
A,1,A1,2,2B,562,2.137,Standard,Std_A,C
B,1,B1,2,2B,562,1.479,Standard,Std_B,C
C,1,C1,2,2B,562,1.164,Standard,Std_C,C
D,1,D1,2,2B,562,0.829,Standard,Std_D,C
E,1,E1,2,2B,562,0.694,Standard,Std_E,C
F,1,F1,2,2B,562,0.417,Standard,Std_F,C
G,1,G1,2,2B,562,0.278,Standard,Std_G,C
H,1,H1,2,2B,562,0.128,Standard,Std_H,C
A,2,A2,2,2B,562,0.091,Standard,Std_I,C
B,2,B2,2,2B,562,0.787,Un,P55,C
C,2,C2,2,2B,562,1.329,Un,P56,C
D,2,D2,2,2B,562,0.703,Un,P57,C
E,2,E2,2,2B,562,1.018,Un,P58,C
F,2,F2,2,2B,562,1.183,Un,P59,C
G,2,G2,2,2B,562,1.234,Un,P60,C
H,2,H2,2,2B,562,1.222,Un,P61,C
A,3,A3,2,2B,562,2.005,Un,P62,C
B,3,B3,2,2B,562,1.298,Un,P63,C
C,3,C3,2,2B,562,0.904,Un,P64,C
D,3,D3,2,2B,562,0.967,Un,P65,C
E,3,E3,2,2B,562,1.302,Un,P66,C
F,3,F3,2,2B,562,1.074,Un,P67,C
G,3,G3,2,2B,562,0.848,Un,P68,C
H,3,H3,2,2B,562,1.445,Un,P69,C
A,4,A4,2,2B,562,1.572,Un,P70,C
B,4,B4,2,2B,562,1.518,Un,P71,C
C,4,C4,2,2B,562,0.979,Un,P72,C
D,4,D4,2,2B,562,1.403,Un,P73,C
E,4,E4,2,2B,562,1.194,Un,P74,C
F,4,F4,2,2B,562,1.085,Un,P75,C
G,4,G4,2,2B,562,1.134,Un,P76,C
H,4,H4,2,2B,562,1.256,Un,P77,C
A,5,A5,2,2B,562,0.93,Un,P78,C
B,5,B5,2,2B,562,0.829,Un,P79,C
C,5,C5,2,2B,562,0.965,Un,P80,C
D,5,D5,2,2B,562,0.872,Un,P81,C
E,5,E5,2,2B,562,0.849,Un,P82,C
F,5,F5,2,2B,562,1.206,Un,P83,C
G,5,G5,2,2B,562,0.659,Un,P84,C
H,5,H5,2,2B,562,0.783,Un,P85,C
A,6,A6,2,2B,562,1.506,Un,P87,C
B,6,B6,2,2B,562,1.09,Un,P88,C
C,6,C6,2,2B,562,0.746,Un,P89,C
D,6,D6,2,2B,562,0.834,Un,P90,C
E,6,E6,2,2B,562,0.85,Un,P91,C
F,6,F6,2,2B,562,1.237,Un,P92,C
G,6,G6,2,2B,562,0.842,Un,P93,C
H,6,H6,2,2B,562,0.755,Un,P94,C
A,7,A7,2,2B,562,0.423,Un,P95,C
B,7,B7,2,2B,562,0.764,Un,P96,C
C,7,C7,2,2B,562,0.759,Un,P97,C
D,7,D7,2,2B,562,0.765,Un,P98,C
E,7,E7,2,2B,562,0.786,Un,P99,C
F,7,F7,2,2B,562,0.516,Un,P100,C
G,7,G7,2,2B,562,0.546,Un,P101,C
H,7,H7,2,2B,562,1.017,Un,P102,C
A,8,A8,2,2B,562,1.14,Un,P103,C
B,8,B8,2,2B,562,1.126,Un,P104,C
C,8,C8,2,2B,562,1.048,Un,P105,C
D,8,D8,2,2B,562,0.62,Un,P106,C
E,8,E8,2,2B,562,0.756,Un,P107,C
F,8,F8,2,2B,562,0.718,Un,P108,C
A,9,A9,2,2B,562,0.957,Un,P82,C
B,9,B9,2,2B,562,1.282,Un,P83,C
C,9,C9,2,2B,562,0.66,Un,P84,C
D,9,D9,2,2B,562,0.847,Un,P85,C
E,9,E9,2,2B,562,1.621,Un,P87,C
F,9,F9,2,2B,562,1.186,Un,P88,C
G,9,G9,2,2B,562,0.845,Un,P89,C
H,9,H9,2,2B,562,0.853,Un,P90,C
A,10,A10,2,2B,562,0.912,Un,P91,C
B,10,B10,2,2B,562,1.274,Un,P92,C
C,10,C10,2,2B,562,0.89,Un,P93,C
D,10,D10,2,2B,562,0.859,Un,P94,C
E,10,E10,2,2B,562,0.457,Un,P95,C
F,10,F10,2,2B,562,0.813,Un,P96,C
G,10,G10,2,2B,562,0.901,Un,P97,C
H,10,H10,2,2B,562,0.823,Un,P98,C
A,11,A11,2,2B,562,0.843,Un,P99,C
B,11,B11,2,2B,562,0.623,Un,P100,C
C,11,C11,2,2B,562,0.565,Un,P101,C
D,11,D11,2,2B,562,0.954,Un,P102,C
E,11,E11,2,2B,562,1.183,Un,P103,C
F,11,F11,2,2B,562,1.166,Un,P104,C
G,11,G11,2,2B,562,1.104,Un,P105,C
H,11,H11,2,2B,562,0.585,Un,P106,C
A,12,A12,2,2B,562,0.801,Un,P107,C
B,12,B12,2,2B,562,0.745,Un,P108,C
A,1,A1,1,1Ar,562,2.145,Standard,Std_A,Z
B,1,B1,1,1Ar,562,1.656,Standard,Std_B,Z
C,1,C1,1,1Ar,562,1.156,Standard,Std_C,Z
D,1,D1,1,1Ar,562,0.978,Standard,Std_D,Z
E,1,E1,1,1Ar,562,0.638,Standard,Std_E,Z
F,1,F1,1,1Ar,562,0.384,Standard,Std_F,Z
G,1,G1,1,1Ar,562,0.255,Standard,Std_G,Z
H,1,H1,1,1Ar,562,0.118,Standard,Std_H,Z
A,2,A2,1,1Ar,562,0.081,Standard,Std_I,Z
B,2,B2,1,1Ar,562,0.531,Un,P1,Z
C,2,C2,1,1Ar,562,0.404,Un,P2,Z
D,2,D2,1,1Ar,562,0.613,Un,P3,Z
E,2,E2,1,1Ar,562,0.657,Un,P4,Z
F,2,F2,1,1Ar,562,0.611,Un,P5,Z
G,2,G2,1,1Ar,562,0.676,Un,P6,Z
H,2,H2,1,1Ar,562,0.84,Un,P7,Z
A,3,A3,1,1Ar,562,0.551,Un,P8,Z
B,3,B3,1,1Ar,562,1.004,Un,P9,Z
C,3,C3,1,1Ar,562,0.724,Un,P10,Z
D,3,D3,1,1Ar,562,0.354,Un,P11,Z
E,3,E3,1,1Ar,562,0.781,Un,P12,Z
F,3,F3,1,1Ar,562,0.965,Un,P13,Z
G,3,G3,1,1Ar,562,0.776,Un,P14,Z
H,3,H3,1,1Ar,562,0.887,Un,P15,Z
A,4,A4,1,1Ar,562,0.98,Un,P16,Z
B,4,B4,1,1Ar,562,0.741,Un,P17,Z
C,4,C4,1,1Ar,562,0.681,Un,P18,Z
D,4,D4,1,1Ar,562,0.44,Un,P19,Z
E,4,E4,1,1Ar,562,0.566,Un,P20,Z
F,4,F4,1,1Ar,562,0.604,Un,P21,Z
G,4,G4,1,1Ar,562,0.882,Un,P22,Z
H,4,H4,1,1Ar,562,0.918,Un,P23,Z
A,5,A5,1,1Ar,562,0.947,Un,P24,Z
B,5,B5,1,1Ar,562,0.845,Un,P25,Z
C,5,C5,1,1Ar,562,0.341,Un,P26,Z
D,5,D5,1,1Ar,562,0.56,Un,P27,Z
E,5,E5,1,1Ar,562,0.255,Un,P28,Z
F,5,F5,1,1Ar,562,0.315,Un,P29,Z
G,5,G5,1,1Ar,562,0.616,Un,P30,Z
H,5,H5,1,1Ar,562,0.543,Un,P31,Z
A,6,A6,1,1Ar,562,0.699,Un,P32,Z
B,6,B6,1,1Ar,562,0.543,Un,P33,Z
C,6,C6,1,1Ar,562,0.829,Un,P34,Z
D,6,D6,1,1Ar,562,0.905,Un,P35,Z
E,6,E6,1,1Ar,562,0.62,Un,P36,Z
F,6,F6,1,1Ar,562,0.756,Un,P37,Z
G,6,G6,1,1Ar,562,1.015,Un,P38,Z
H,6,H6,1,1Ar,562,0.893,Un,P39,Z
A,7,A7,1,1Ar,562,0.92,Un,P40,Z
B,7,B7,1,1Ar,562,0.716,Un,P41,Z
C,7,C7,1,1Ar,562,0.762,Un,P42,Z
D,7,D7,1,1Ar,562,0.976,Un,P43,Z
E,7,E7,1,1Ar,562,0.52,Un,P44,Z
F,7,F7,1,1Ar,562,0.644,Un,P45,Z
G,7,G7,1,1Ar,562,0.345,Un,P46,Z
H,7,H7,1,1Ar,562,0.581,Un,P47,Z
A,8,A8,1,1Ar,562,0.773,Un,P48,Z
B,8,B8,1,1Ar,562,0.432,Un,P49,Z
C,8,C8,1,1Ar,562,0.304,Un,P50,Z
D,8,D8,1,1Ar,562,0.648,Un,P51,Z
E,8,E8,1,1Ar,562,0.638,Un,P52,Z
F,8,F8,1,1Ar,562,0.738,Un,P53,Z
G,8,G8,1,1Ar,562,0.822,Un,P54,Z
A,9,A9,1,1Ar,562,0.638,Un,P1,Z
B,9,B9,1,1Ar,562,0.384,Un,P2,Z
C,9,C9,1,1Ar,562,0.676,Un,P3,Z
D,9,D9,1,1Ar,562,0.756,Un,P4,Z
E,9,E9,1,1Ar,562,0.595,Un,P5,Z
F,9,F9,1,1Ar,562,0.633,Un,P6,Z
G,9,G9,1,1Ar,562,0.914,Un,P7,Z
H,9,H9,1,1Ar,562,0.483,Un,P8,Z
A,10,A10,1,1Ar,562,1.016,Un,P9,Z
B,10,B10,1,1Ar,562,0.818,Un,P10,Z
C,10,C10,1,1Ar,562,0.407,Un,P11,Z
D,10,D10,1,1Ar,562,0.866,Un,P12,Z
E,10,E10,1,1Ar,562,1.024,Un,P13,Z
F,10,F10,1,1Ar,562,0.777,Un,P14,Z
G,10,G10,1,1Ar,562,0.984,Un,P15,Z
H,10,H10,1,1Ar,562,1.017,Un,P16,Z
A,11,A11,1,1Ar,562,0.686,Un,P17,Z
B,11,B11,1,1Ar,562,0.711,Un,P18,Z
C,11,C11,1,1Ar,562,0.48,Un,P19,Z
D,11,D11,1,1Ar,562,0.582,Un,P20,Z
E,11,E11,1,1Ar,562,0.627,Un,P21,Z
F,11,F11,1,1Ar,562,0.909,Un,P22,Z
G,11,G11,1,1Ar,562,0.978,Un,P23,Z
H,11,H11,1,1Ar,562,0.938,Un,P24,Z
A,12,A12,1,1Ar,562,0.835,Un,P25,Z
B,12,B12,1,1Ar,562,0.366,Un,P26,Z
C,12,C12,1,1Ar,562,0.522,Un,P27,Z
A,1,A1,1,1B,562,3.453,Standard,Std_A,Z
C,1,C1,1,1B,562,1.251,Standard,Std_C,Z
D,1,D1,1,1B,562,0.972,Standard,Std_D,Z
E,1,E1,1,1B,562,0.686,Standard,Std_E,Z
F,1,F1,1,1B,562,0.386,Standard,Std_F,Z
G,1,G1,1,1B,562,0.237,Standard,Std_G,Z
H,1,H1,1,1B,562,0.121,Standard,Std_H,Z
A,2,A2,1,1B,562,0.058,Standard,Std_I,Z
B,2,B2,1,1B,562,0.589,Un,P1,Z
C,2,C2,1,1B,562,0.414,Un,P2,Z
D,2,D2,1,1B,562,0.692,Un,P3,Z
E,2,E2,1,1B,562,0.721,Un,P4,Z
F,2,F2,1,1B,562,0.695,Un,P5,Z
G,2,G2,1,1B,562,0.665,Un,P6,Z
H,2,H2,1,1B,562,0.888,Un,P7,Z
A,3,A3,1,1B,562,0.467,Un,P8,Z
B,3,B3,1,1B,562,1.033,Un,P9,Z
C,3,C3,1,1B,562,0.887,Un,P10,Z
D,3,D3,1,1B,562,0.369,Un,P11,Z
E,3,E3,1,1B,562,0.83,Un,P12,Z
F,3,F3,1,1B,562,0.992,Un,P13,Z
G,3,G3,1,1B,562,0.731,Un,P14,Z
H,3,H3,1,1B,562,1.017,Un,P15,Z
A,4,A4,1,1B,562,1.095,Un,P16,Z
B,4,B4,1,1B,562,0.769,Un,P17,Z
C,4,C4,1,1B,562,0.868,Un,P18,Z
D,4,D4,1,1B,562,0.456,Un,P19,Z
E,4,E4,1,1B,562,0.603,Un,P20,Z
F,4,F4,1,1B,562,0.719,Un,P21,Z
G,4,G4,1,1B,562,0.946,Un,P22,Z
H,4,H4,1,1B,562,1,Un,P23,Z
A,5,A5,1,1B,562,0.945,Un,P24,Z
B,5,B5,1,1B,562,0.895,Un,P25,Z
C,5,C5,1,1B,562,0.368,Un,P26,Z
D,5,D5,1,1B,562,0.568,Un,P27,Z
E,5,E5,1,1B,562,0.248,Un,P28,Z
F,5,F5,1,1B,562,0.381,Un,P29,Z
G,5,G5,1,1B,562,0.663,Un,P30,Z
H,5,H5,1,1B,562,0.689,Un,P31,Z
A,6,A6,1,1B,562,0.732,Un,P32,Z
B,6,B6,1,1B,562,0.601,Un,P33,Z
C,6,C6,1,1B,562,0.931,Un,P34,Z
D,6,D6,1,1B,562,0.984,Un,P35,Z
E,6,E6,1,1B,562,0.715,Un,P36,Z
F,6,F6,1,1B,562,0.867,Un,P37,Z
G,6,G6,1,1B,562,1.018,Un,P38,Z
H,6,H6,1,1B,562,0.901,Un,P39,Z
A,7,A7,1,1B,562,1.109,Un,P40,Z
B,7,B7,1,1B,562,0.875,Un,P41,Z
C,7,C7,1,1B,562,0.902,Un,P42,Z
D,7,D7,1,1B,562,1.068,Un,P43,Z
E,7,E7,1,1B,562,0.55,Un,P44,Z
F,7,F7,1,1B,562,0.814,Un,P45,Z
G,7,G7,1,1B,562,0.332,Un,P46,Z
H,7,H7,1,1B,562,0.642,Un,P47,Z
A,8,A8,1,1B,562,0.88,Un,P48,Z
B,8,B8,1,1B,562,0.558,Un,P49,Z
C,8,C8,1,1B,562,0.329,Un,P50,Z
D,8,D8,1,1B,562,0.746,Un,P51,Z
E,8,E8,1,1B,562,0.67,Un,P52,Z
F,8,F8,1,1B,562,0.754,Un,P53,Z
G,8,G8,1,1B,562,0.87,Un,P54,Z
A,9,A9,1,1B,562,0.267,Un,P28,Z
B,9,B9,1,1B,562,0.384,Un,P29,Z
C,9,C9,1,1B,562,0.663,Un,P30,Z
D,9,D9,1,1B,562,0.749,Un,P31,Z
E,9,E9,1,1B,562,0.77,Un,P32,Z
F,9,F9,1,1B,562,0.58,Un,P33,Z
G,9,G9,1,1B,562,0.886,Un,P34,Z
H,9,H9,1,1B,562,0.983,Un,P35,Z
A,10,A10,1,1B,562,0.661,Un,P36,Z
B,10,B10,1,1B,562,0.849,Un,P37,Z
C,10,C10,1,1B,562,1.041,Un,P38,Z
D,10,D10,1,1B,562,0.946,Un,P39,Z
E,10,E10,1,1B,562,1.004,Un,P40,Z
F,10,F10,1,1B,562,0.785,Un,P41,Z
G,10,G10,1,1B,562,0.888,Un,P42,Z
H,10,H10,1,1B,562,1.016,Un,P43,Z
A,11,A11,1,1B,562,0.54,Un,P44,Z
B,11,B11,1,1B,562,0.754,Un,P45,Z
C,11,C11,1,1B,562,0.374,Un,P46,Z
D,11,D11,1,1B,562,0.603,Un,P47,Z
E,11,E11,1,1B,562,0.711,Un,P48,Z
F,11,F11,1,1B,562,0.53,Un,P49,Z
G,11,G11,1,1B,562,0.349,Un,P50,Z
H,11,H11,1,1B,562,0.817,Un,P51,Z
A,12,A12,1,1B,562,0.648,Un,P52,Z
B,12,B12,1,1B,562,0.772,Un,P53,Z
C,12,C12,1,1B,562,0.94,Un,P54,Z
A,1,A1,2,2A,562,2.337,Standard,Std_A,Z
B,1,B1,2,2A,562,1.837,Standard,Std_B,Z
C,1,C1,2,2A,562,1.307,Standard,Std_C,Z
D,1,D1,2,2A,562,1.053,Standard,Std_D,Z
E,1,E1,2,2A,562,0.754,Standard,Std_E,Z
F,1,F1,2,2A,562,0.42,Standard,Std_F,Z
G,1,G1,2,2A,562,0.264,Standard,Std_G,Z
H,1,H1,2,2A,562,0.126,Standard,Std_H,Z
A,2,A2,2,2A,562,0.062,Standard,Std_I,Z
B,2,B2,2,2A,562,0.788,Un,P55,Z
C,2,C2,2,2A,562,1.132,Un,P56,Z
D,2,D2,2,2A,562,0.841,Un,P57,Z
E,2,E2,2,2A,562,0.858,Un,P58,Z
F,2,F2,2,2A,562,0.877,Un,P59,Z
G,2,G2,2,2A,562,1.124,Un,P60,Z
H,2,H2,2,2A,562,0.854,Un,P61,Z
A,3,A3,2,2A,562,1.538,Un,P62,Z
B,3,B3,2,2A,562,1.103,Un,P63,Z
C,3,C3,2,2A,562,0.808,Un,P64,Z
D,3,D3,2,2A,562,0.912,Un,P65,Z
E,3,E3,2,2A,562,1.042,Un,P66,Z
F,3,F3,2,2A,562,0.919,Un,P67,Z
G,3,G3,2,2A,562,0.73,Un,P68,Z
H,3,H3,2,2A,562,1.263,Un,P69,Z
A,4,A4,2,2A,562,1.191,Un,P70,Z
B,4,B4,2,2A,562,1.627,Un,P71,Z
C,4,C4,2,2A,562,1.029,Un,P72,Z
D,4,D4,2,2A,562,1.116,Un,P73,Z
E,4,E4,2,2A,562,1.077,Un,P74,Z
F,4,F4,2,2A,562,1.036,Un,P75,Z
G,4,G4,2,2A,562,1.232,Un,P76,Z
H,4,H4,2,2A,562,1.098,Un,P77,Z
A,5,A5,2,2A,562,0.922,Un,P78,Z
B,5,B5,2,2A,562,0.725,Un,P79,Z
C,5,C5,2,2A,562,0.813,Un,P80,Z
D,5,D5,2,2A,562,0.891,Un,P81,Z
E,5,E5,2,2A,562,0.879,Un,P82,Z
F,5,F5,2,2A,562,1.283,Un,P83,Z
G,5,G5,2,2A,562,0.616,Un,P84,Z
H,5,H5,2,2A,562,0.809,Un,P85,Z
A,6,A6,2,2A,562,1.364,Un,P87,Z
B,6,B6,2,2A,562,1.16,Un,P88,Z
C,6,C6,2,2A,562,0.828,Un,P89,Z
D,6,D6,2,2A,562,0.795,Un,P90,Z
E,6,E6,2,2A,562,0.797,Un,P91,Z
F,6,F6,2,2A,562,1.181,Un,P92,Z
G,6,G6,2,2A,562,0.941,Un,P93,Z
